"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"32626","tt0139462","Le parole che non ti ho detto",1999,"Drama, Romance",126,"USA","English","Luis Mandoki",6.3,35075,80000000,52880016,118880016,39,240,81
"32651","tt0139668","Fino a prova contraria",1999,"Crime, Drama, Mystery",127,"USA","English","Clint Eastwood",6.6,31451,55000000,16649768,16649768,65,183,86
"32659","tt0139699","Varsity Blues",1999,"Comedy, Drama, Romance",106,"USA","English","Brian Robbins",6.5,41256,16000000,52894169,54294169,50,279,71
"32704","tt0140397","Mumford",1999,"Comedy, Drama",112,"USA","English","Lawrence Kasdan",6.8,8793,28000000,4555459,4555459,62,128,71
"32750","tt0141098","Piovuta dal cielo",1999,"Comedy, Romance",105,"USA","English","Bronwen Hughes",5.4,31858,75000000,52900680,93900680,46,196,96
"32776","tt0141907","Amori in città... e tradimenti in campagna",2001,"Comedy, Romance",104,"USA","English","Peter Chelsom",4.5,4626,90000000,6719973,10372291,34,94,62
"32873","tt0143746","Molly",1999,"Comedy, Drama, Romance",102,"USA","English","John Duigan",5.8,2667,21000000,17650,17650,21,43,17
"32927","tt0144528","La famiglia del professore matto",2000,"Comedy, Romance, Sci-Fi",106,"USA","English","Peter Segal",4.4,47646,84000000,123309890,166339890,38,181,97
"32954","tt0144814","Carrie 2: La furia",1999,"Horror, Sci-Fi, Thriller",104,"USA","English","Katt Shea, Robert Mandel",4.7,15304,21000000,17762705,17762705,42,258,100
"32988","tt0145487","Spider-Man",2002,"Action, Adventure, Sci-Fi",121,"USA","English","Sam Raimi",7.3,675212,139000000,407022860,825025036,73,2130,322
"33039","tt0146838","Ogni maledetta domenica",1999,"Drama, Sport",162,"USA","English","Oliver Stone",6.9,110692,55000000,75530832,100230832,52,467,108
"33042","tt0146984","La leggenda di Bagger Vance",2000,"Drama, Fantasy, Sport",126,"USA","English","Robert Redford",6.7,52789,80000000,30919168,39459427,47,279,127
"33130","tt0149691","La mia adorabile nemica",1999,"Comedy, Drama",114,"USA","English","Wayne Wang",6.2,16675,23000000,18670401,23631929,59,107,38
"33217","tt0151738","Mai stata baciata",1999,"Comedy, Drama, Romance",107,"USA","English","Raja Gosnell",6.1,81742,25000000,55474756,84565230,60,367,103
"33221","tt0151804","Impiegati... male!",1999,"Comedy",89,"USA","English","Mike Judge",7.7,237708,10000000,10827810,10827810,68,658,126
"33364","tt0155711","Flawless - Senza difetti",1999,"Comedy, Crime, Drama",112,"USA","English","Joel Schumacher",6.5,17481,15000000,4488529,4488529,50,110,67
"33372","tt0155776","Amiche cattive",1999,"Comedy, Crime, Thriller",87,"USA","English","Darren Stein",5.7,23752,3500000,3117085,3117085,22,186,164
"33393","tt0155975","Psycho",1998,"Horror, Mystery, Thriller",105,"USA","English","Gus Van Sant",4.6,45127,60000000,21485655,37170655,47,629,134
"33400","tt0156096","Spring Forward",1999,"Drama",110,"USA","English","Tom Gilroy",7.5,1329,2000000,117471,117471,79,39,24
"33413","tt0156323","Screwed - Due criminali da strapazzo",2000,"Comedy, Crime",81,"USA","English","Scott Alexander, Larry Karaszewski",5.8,8321,10000000,7027345,7201701,7,76,30
"33469","tt0156934","Destini incrociati",1999,"Drama, Mystery, Romance",133,"USA","English","Sydney Pollack",5.3,19730,64000000,31502583,74608570,38,294,96
"33504","tt0157472","Clockstoppers",2002,"Action, Adventure, Comedy",94,"USA","English","Jonathan Frakes",5.2,13261,26000000,36989956,38793283,40,95,65
"33533","tt0158371","Accordi & disaccordi",1999,"Comedy, Drama, Music",95,"USA","English","Woody Allen",7.2,31733,29750000,4197015,4525794,70,144,84
"33556","tt0158622","I Flintstones in Viva Rock Vegas",2000,"Comedy, Family, Romance",90,"USA","English","Brian Levant",3.6,21224,83000000,35268275,59468275,27,99,62
"33566","tt0158811","I Muppets venuti dallo spazio",1999,"Adventure, Comedy, Family",87,"USA","English","Tim Hill",6.3,17739,24000000,16625807,22323612,53,110,70
"33574","tt0158983","South Park - Il film: Più grosso, più lungo & tutto intero",1999,"Animation, Comedy, Fantasy",81,"USA","English","Trey Parker",7.7,189862,21000000,52037603,83137603,73,959,166
"33636","tt0160216","A Dog of Flanders",1999,"Family, Drama",100,"USA","English","Kevin Brodie",6.3,864,7000000,2165637,2165637,38,22,26
"33638","tt0160236","Dudley Do-Right",1999,"Comedy, Family, Romance",77,"USA","English","Hugh Wilson",3.9,9536,70000000,9974410,9974410,44,82,43
"33649","tt0160338","Guinevere",1999,"Drama, Romance",104,"USA","English","Audrey Wells",6,2372,2600000,632283,635680,68,62,35
"33653","tt0160399","Impostor",2001,"Drama, Mystery, Sci-Fi",95,"USA","English","Gary Fleder",6.2,22363,30000000,6285176,8694320,33,207,83
"33654","tt0160401","In Too Deep",1999,"Crime, Thriller, Drama",95,"USA","English","Michael Rymer",6.3,5739,7000000,14011454,14011454,53,31,31
"33657","tt0160429","Il re ed io",1999,"Animation, Family, Fantasy",87,"USA","English","Richard Rich",4.5,3630,25000000,11993021,11993021,29,61,30
"33664","tt0160484","Lost Souls - La profezia",2000,"Drama, Horror, Thriller",97,"USA","English","Janusz Kaminski",4.8,10316,50000000,16815253,31355910,16,173,102
"33666","tt0160498","Luminarias",1999,"Comedy, Romance",100,"USA","English","José Luis Valenzuela",5.5,547,1000000,292309,292309,41,33,14
"33693","tt0160862","Kiss Me",1999,"Comedy, Romance",95,"USA","English","Robert Iscove",5.9,82824,10000000,63366989,103166989,51,407,78
"33703","tt0161023","In cerca d'amore",1999,"Comedy, Drama",102,"USA","English","Gavin O'Connor",6.7,3211,312000,1350248,1350248,75,73,64
"33707","tt0161081","Le verità nascoste",2000,"Drama, Fantasy, Horror",130,"USA","English","Robert Zemeckis",6.6,116054,100000000,155464351,291420351,51,704,178
"33711","tt0161100","The Wood",1999,"Comedy, Drama, Romance",106,"USA","English","Rick Famuyiwa",7,8240,6000000,25059640,25059640,52,48,20
"33768","tt0162348","Goat on Fire and Smiling Fish",1999,"Comedy, Romance",90,"USA","English","Kevin Jordan",7.7,2664,40000,278492,278492,44,25,22
"33769","tt0162360","Happy, Texas",1999,"Comedy, Crime, Romance",98,"USA","English","Mark Illsley",6.3,9471,2500000,1955933,1955933,62,122,78
"33786","tt0162830","Twin Falls Idaho",1999,"Drama",111,"USA","English","Michael Polish",7.2,3669,500000,985341,985341,71,87,55
"33827","tt0163187","Se scappi, ti sposo",1999,"Comedy, Romance",116,"USA","English","Garry Marshall",5.6,91175,70000000,152257509,309460292,39,260,106
"33841","tt0163579","Chill Factor - Pericolo imminente",1999,"Action, Adventure, Comedy",102,"USA","English","Hugh Johnson",5.3,9149,70000000,11263966,11788676,33,91,69
"33848","tt0163651","American Pie - Il primo assaggio non si scorda mai",1999,"Comedy",95,"USA","English","Paul Weitz, Chris Weitz",7,370091,11000000,102561004,235483004,58,809,147
"33850","tt0163676","Perversioni di lusso",2000,"Drama, Mystery, Thriller",105,"USA","English","Mary Lambert",4.7,4231,24000000,5280035,5280035,14,88,49
"33867","tt0163988","Al di là della vita",1999,"Drama, Thriller",121,"USA","English","Martin Scorsese",6.8,62557,55000000,16797191,16797191,70,395,174
"33881","tt0164108","La dea del successo",1999,"Comedy",97,"USA","English","Albert Brooks",5.7,10325,15000000,11614954,11670561,56,145,102
"33882","tt0164114","Drive Me Crazy",1999,"Comedy, Drama, Romance",91,"USA","English","John Schultz",5.8,17871,8500000,17845337,22593409,42,147,61
"33983","tt0165643","Black & White",1999,"Crime, Drama, Music",98,"USA","English","James Toback",4.9,5506,12000000,5277299,5541431,47,87,37
"33985","tt0165710","Detroit Rock City",1999,"Comedy, Music",95,"USA","English","Adam Rifkin",6.9,34958,34000000,4217115,4217115,33,199,44
"33999","tt0165854","L'inglese",1999,"Crime, Drama, Mystery",89,"USA","English","Steven Soderbergh",7,29598,10000000,3204663,3325736,73,265,103
"34043","tt0166276","Monkeybone",2001,"Animation, Comedy, Fantasy",93,"USA","English","Henry Selick",4.7,16489,75000000,5411999,7622365,40,174,62
"34085","tt0166813","Spirit - Cavallo selvaggio",2002,"Animation, Adventure, Drama",83,"USA","English","Kelly Asbury, Lorna Cook",7.1,63449,80000000,73280117,122563539,52,253,110
"34120","tt0167203","Sognando l'Africa",2000,"Adventure, Biography, Drama",114,"USA","English","Hugh Hudson",5.7,4314,50000000,6651522,14400327,33,69,54
"34150","tt0167427","Superstar osa sognare",1999,"Comedy, Romance",81,"USA","English","Bruce McCulloch",5.2,17750,34000000,30636478,30636478,42,168,48
"34222","tt0168501","The Best Man",1999,"Comedy, Drama, Romance",120,"USA","English","Malcolm D. Lee",6.8,9071,9000000,34102780,34573780,61,82,31
"34296","tt0169547","American Beauty",1999,"Drama",122,"USA","English","Sam Mendes",8.3,1049009,15000000,130096601,356296601,84,2903,198
"34338","tt0170452","Prince of Central Park",2000,"Action, Adventure, Drama",109,"USA","English","John Leekley",5.2,557,7000000,7838,7838,22,16,5
"34382","tt0171356","Gun Shy - Un revolver in analisi",2000,"Comedy, Crime, Romance",101,"USA","English","Eric Blakeney",5.7,6841,14000000,1638202,3284444,42,94,39
"34384","tt0171359","Hamlet 2000",2000,"Drama, Romance, Thriller",112,"USA","English","Michael Almereyda",5.9,8985,2000000,1577287,2046433,70,169,91
"34406","tt0171804","Boys Don't Cry",1999,"Biography, Crime, Drama",118,"USA","English","Kimberly Peirce",7.5,91123,2000000,11540607,11540607,86,446,123
"34459","tt0172726","Una voce per gridare",1999,"Drama, Thriller",99,"USA","English","Craig Bolotin",6,3449,13000000,5985690,5985690,43,39,39
"34546","tt0174480","Autumn in New York",2000,"Drama, Romance",103,"USA","English","Joan Chen",5.7,24514,65000000,37761915,90726668,24,189,109
"34566","tt0174856","Hurricane - Il grido dell'innocenza",1999,"Biography, Drama, Sport",146,"USA","English","Norman Jewison",7.6,90121,50000000,50699241,73956241,74,281,68
"34579","tt0175142","Scary Movie - Senza paura, senza vergogna... senza cervello!",2000,"Comedy",88,"USA","English","Keenen Ivory Wayans",6.2,228332,19000000,157019771,278019771,48,918,107
"34645","tt0176269","Universal Soldier",1999,"Action, Sci-Fi",83,"USA","English","Mic Rodgers",4.2,27480,45000000,10667893,10667893,24,166,81
"34711","tt0177789","Galaxy Quest",1999,"Adventure, Comedy, Sci-Fi",102,"USA","English","Dean Parisot",7.3,146064,45000000,71583916,90683916,70,672,101
"34727","tt0177971","La tempesta perfetta",2000,"Action, Adventure, Drama",130,"USA","English","Wolfgang Petersen",6.4,154003,140000000,182618434,328718434,59,804,198
"34771","tt0179116","Gonne al bivio",1999,"Comedy, Drama, Romance",85,"USA","English","Jamie Babbit",6.6,25806,1200000,2205627,2595216,39,198,80
"34788","tt0179473","Vendetta finale",2000,"Drama, Western",131,"USA","English","Dwight Yoakam",4.2,1381,4000000,28149,28149,22,80,12
"34837","tt0180093","Requiem for a Dream",2000,"Drama",102,"USA","English","Darren Aronofsky",8.3,748291,4500000,3635482,7390108,68,2130,250
"34930","tt0181151","Da che pianeta vieni?",2000,"Comedy, Sci-Fi",105,"USA","English","Mike Nichols",5.6,8995,60000000,6291602,14145677,41,93,38
"34984","tt0181739","Osmosis Jones",2001,"Animation, Action, Adventure",95,"USA","English","Bobby Farrelly, Peter Farrelly",6.3,31815,70000000,13596911,14026418,57,155,79
"34994","tt0181836","The Specials",2000,"Action, Comedy, Fantasy",82,"USA","English","Craig Mazin",5.8,2166,1000000,13276,13276,38,55,18
"35037","tt0182508","Urbania",2000,"Drama",103,"USA","English","Jon Shear",6.8,2897,225000,1032075,1032075,73,72,37
"35122","tt0183659","Pollock",2000,"Biography, Drama",122,"USA","English","Ed Harris",7,26571,6000000,8598593,10994533,77,153,116
"35192","tt0184791","O come Otello",2001,"Drama, Romance, Thriller",95,"USA","English","Tim Blake Nelson",6.1,19049,5000000,16025437,19260537,53,156,89
"35196","tt0184858","Trappola criminale",2000,"Action, Adventure, Crime",104,"USA","English","John Frankenheimer",5.8,37005,42000000,23368995,32168970,37,222,70
"35202","tt0184907","Snow Day",2000,"Adventure, Comedy, Family",89,"USA","English","Chris Koch",5.1,11354,13000000,60020107,62464731,34,102,35
"35222","tt0185183","Battaglia per la Terra - Una saga dell'anno 3000",2000,"Action, Adventure, Sci-Fi",118,"USA","English","Roger Christian",2.5,75222,73000000,21471685,29725663,9,1377,118
"35229","tt0185371","Il mistero della casa sulla collina",1999,"Crime, Fantasy, Horror",93,"USA","English","William Malone",5.7,52561,37000000,40846082,42593455,28,546,159
"35232","tt0185431","Little Nicky - Un diavolo a Manhattan",2000,"Comedy, Fantasy",90,"USA","English","Steven Brill",5.3,96432,85000000,39464775,58292295,38,258,88
"35253","tt0185937","The Blair Witch Project - Il mistero della strega di Blair",1999,"Horror, Mystery",81,"USA","English","Daniel Myrick, Eduardo Sánchez",6.5,227601,60000,140539099,248639099,81,3527,410
"35258","tt0186045","Chi ha ucciso la signora Dearly?",2000,"Comedy, Crime, Mystery",96,"USA","English","Nick Gomez",5.7,13012,37000000,15506764,15910104,25,151,33
"35260","tt0186151","Frequency - Il futuro è in ascolto",2000,"Crime, Drama, Mystery",118,"USA","English","Gregory Hoblit",7.3,99464,31000000,45010278,68106245,67,547,131
"35278","tt0186566","Space Cowboys",2000,"Action, Adventure, Thriller",130,"USA","English","Clint Eastwood",6.4,72407,65000000,90464773,128884132,73,351,154
"35279","tt0186589","Le insolite sospette - Sugar & Spice",2001,"Comedy, Crime",81,"USA","English","Francine McDougall",5.7,13351,27000000,13305101,16923761,48,111,72
"35288","tt0186894","Bounce",2000,"Drama, Romance",106,"USA","English","Don Roos",5.7,19816,35000000,36805288,53425292,52,159,109
"35304","tt0187078","Fuori in 60 secondi",2000,"Action, Crime, Thriller",118,"USA","English","Dominic Sena",6.5,256788,90000000,101648571,237202299,35,552,135
"35378","tt0188160","Price of Glory",2000,"Drama, Sport",118,"USA","English","Carlos Avila",6.3,782,18000000,3440228,3548556,32,13,48
"35425","tt0188863","Love Stinks",1999,"Comedy",94,"USA","English","Jeff Franklin",5.8,4878,4000000,2924635,2924635,23,87,44
"35456","tt0189584","The Big Kahuna",1999,"Drama, Comedy",90,"USA","English","John Swanbeck",6.6,13790,7000000,3165544,3728888,56,159,34
"35541","tt0191133","The Fighting Temptations",2003,"Comedy, Drama, Music",123,"USA","English","Jonathan Lynn",5.6,6703,30000000,30250745,33972062,53,62,37
"35566","tt0191754","28 giorni",2000,"Comedy, Drama",103,"USA","English","Betty Thomas",6.1,43672,43000000,37170488,62198945,46,205,121
"35579","tt0192071","Get Over It",2001,"Comedy, Romance",87,"USA","English","Tommy O'Haver",5.7,17747,22000000,11576464,19900366,52,181,61
"35669","tt0194218","Panic",2000,"Comedy, Crime, Drama",88,"USA","English","Henry Bromell",6.6,7913,1000000,779137,779137,77,120,55
"35725","tt0195685","Erin Brockovich - Forte come la verità",2000,"Biography, Drama",131,"USA","English","Steven Soderbergh",7.3,170733,52000000,125595205,256271286,73,525,155
"35727","tt0195778","Per una sola estate",2000,"Drama, Romance",96,"USA","English","Mark Piznarski",5.2,8191,15000000,10522168,10873148,25,161,45
"35744","tt0196216","Criminali da strapazzo",2000,"Comedy, Crime",94,"USA","English","Woody Allen",6.7,36334,25000000,17266359,29934477,69,196,96
"35778","tt0196857","Incontriamoci a Las Vegas",1999,"Comedy, Drama, Sport",124,"USA","English","Ron Shelton",5.5,11356,24000000,8434146,8678812,32,62,68
"35833","tt0198021","Qui dove batte il cuore",2000,"Comedy, Drama, Romance",120,"USA","English","Matt Williams",6.8,31320,15000000,33772838,40863718,30,247,81
"35866","tt0198781","Monsters & Co.",2001,"Animation, Adventure, Comedy",92,"USA","English","Pete Docter, David Silverman",8,794964,115000000,289916256,578981070,79,687,264
"35893","tt0199290","3 Strikes",2000,"Comedy",82,"USA","English","DJ Pooh",4.8,3112,3400000,9832166,9832166,11,10,14
"35956","tt0200027","I ragazzi della mia vita",2001,"Biography, Comedy, Drama",132,"USA","English","Penny Marshall",6.5,26306,48000000,30165536,35743308,43,212,89
"35991","tt0200469","Bats",1999,"Horror, Sci-Fi, Thriller",91,"USA","English","Louis Morneau",3.9,9385,5250000,10155690,10155690,23,161,108
"35998","tt0200530","Chuck & Buck",2000,"Comedy, Drama",96,"USA","English","Miguel Arteta",6.5,5220,250000,1055671,1182065,76,139,43
"36000","tt0200550","Le ragazze del Coyote Ugly",2000,"Comedy, Drama, Music",100,"USA","English","David McNally",5.7,105212,45000000,60786269,113916474,27,389,160
"36119","tt0202402","Costi quel che costi",2000,"Comedy, Drama, Romance",94,"USA","English","David Raynr",5.5,9696,32000000,8745680,9902115,20,92,28
"36127","tt0202470","Rock Star",2001,"Drama, Music",105,"USA","English","Stephen Herek",6.3,40423,57000000,17008282,19334145,54,198,97
"36162","tt0203019","Men of Honor - L'onore degli uomini",2000,"Biography, Drama",129,"USA","English","George Tillman Jr.",7.2,105471,32000000,48818921,82343495,56,247,104
"36174","tt0203230","Conta su di me",2000,"Drama",111,"USA","English","Kenneth Lonergan",7.5,27607,1200000,9416804,11242521,85,241,70
"36181","tt0203408","Codice Omega",1999,"Action, Adventure, Fantasy",100,"USA","English","Robert Marcarelli",3.6,5006,8000000,12614346,12614346,14,206,39
"36225","tt0204137","Animal Factory",2000,"Crime, Drama",94,"USA","English","Steve Buscemi",6.6,12630,3600000,43805,43805,65,76,59
"36228","tt0204175","Boys & girls - Attenzione: il sesso cambia tutto",2000,"Comedy, Drama, Romance",94,"USA","English","Robert Iscove",5.4,15812,35000000,21799652,25850615,29,131,67
"36233","tt0204313","L'esorcista - La genesi",2004,"Horror, Mystery, Thriller",114,"USA","English","Renny Harlin",5.2,32932,80000000,41821986,78110021,30,311,173
"36276","tt0204946","Ragazze nel pallone",2000,"Comedy, Romance, Sport",98,"USA","English","Peyton Reed",6,85738,11000000,68379000,90449929,52,389,124
"36278","tt0205000","Gigolò per sbaglio",1999,"Comedy, Romance",88,"USA","English","Mike Mitchell",5.7,69672,17000000,65538755,92938755,30,213,94
"36323","tt0206113","Madison",2001,"Drama, Sport",94,"USA","English","William Bindley",6.3,1230,13500000,517262,517262,43,28,20
"36336","tt0206275","Save the Last Dance",2001,"Drama, Music, Romance",112,"USA","English","Thomas Carter",6.2,56471,13000000,91057006,131706809,53,326,91
"36340","tt0206314","Radio Killer",2001,"Action, Mystery, Thriller",97,"USA","English","John Dahl",6.6,62993,23000000,21974919,36642838,75,361,158
"36390","tt0207201","What Women Want - Quello che le donne vogliono",2000,"Comedy, Fantasy, Romance",127,"USA","English","Nancy Meyers",6.4,188711,70000000,182811707,374111707,47,409,157
"36466","tt0208988","La vendetta di Carter",2000,"Action, Crime, Drama",102,"USA","English","Stephen Kay",5.2,32142,63600000,14967182,19412993,24,289,105
"36476","tt0209144","Memento",2000,"Mystery, Thriller",113,"USA","English","Christopher Nolan",8.4,1098879,9000000,25544867,39970386,80,2278,213
"36527","tt0210299","Songcatcher",2000,"Drama, Music",109,"USA","English","Maggie Greenwald",7.2,3210,1800000,3059834,3171273,63,78,39
"36541","tt0210616","Il ritmo del successo",2000,"Drama, Music, Romance",115,"USA","English","Nicholas Hytner",6.7,18693,29000000,17200925,26385941,52,220,73
"36565","tt0210945","Il sapore della vittoria - Uniti si vince",2000,"Biography, Drama, Sport",113,"USA","English","Boaz Yakin",7.8,194366,30000000,115654751,136706683,48,453,159
"36660","tt0212974","Groove",2000,"Drama, Music",86,"USA","English","Greg Harrison",6.6,4009,500000,1115313,1162001,54,76,38
"36695","tt0213790","The Ladies Man",2000,"Comedy",84,"USA","English","Reginald Hudlin",5.2,12293,24000000,13616610,13743212,22,86,56
"36757","tt0215129","Road Trip",2000,"Comedy",93,"USA","English","Todd Phillips",6.4,155391,16000000,68540777,119754278,55,312,89
"36775","tt0215545","Bamboozled",2000,"Comedy, Drama, Music",135,"USA","English","Spike Lee",6.5,10255,10000000,2274979,2463650,54,180,69
"36810","tt0216216","Il 6° giorno",2000,"Action, Mystery, Sci-Fi",123,"USA","English","Roger Spottiswoode",5.9,115106,82000000,34604280,96085477,49,309,158
"36836","tt0216772","Turn It Up",2000,"Crime, Drama, Action",86,"USA","English","Robert Adetuyi",4.2,1138,13000000,1247949,1247949,18,9,23
"36886","tt0217630","American School",2000,"Comedy, Romance",98,"USA","English","Amy Heckerling",5.3,26305,20000000,15618626,18404706,35,168,87
"36893","tt0217756","Pronti alla rissa",2000,"Comedy, Sport",107,"USA","English","Brian Robbins",5.4,13403,24000000,12394327,12452362,23,104,56
"36904","tt0217869","Unbreakable - Il predestinato",2000,"Drama, Mystery, Sci-Fi",106,"USA","English","M. Night Shyamalan",7.3,380103,75000000,95011339,248118121,62,1500,340
"36921","tt0218182","An Everlasting Piece",2000,"Comedy",103,"USA","English","Barry Levinson",6.3,1580,14000000,75228,75228,56,28,35
"36937","tt0218619","Soul survivors - Altre vite",2001,"Horror, Mystery, Thriller",84,"USA","English","Stephen Carpenter",3.9,8217,17000000,3111545,4299141,20,188,68
"36945","tt0218817","S.Y.N.A.P.S.E. - Pericolo in rete",2001,"Action, Crime, Drama",108,"USA","English","Peter Howitt",6.1,28162,30000000,11328094,18195610,31,225,131
"36948","tt0218839","Campioni di razza",2000,"Comedy",90,"USA","English","Christopher Guest",7.4,54465,10000000,18715392,20789556,78,358,64
"36979","tt0219653","Dracula's Legacy - Il fascino del male",2000,"Action, Fantasy, Horror",99,"USA","English","Patrick Lussier",4.9,31598,54000000,33022767,47053625,26,370,128
"36981","tt0219699","The Gift - Il dono",2000,"Drama, Fantasy, Horror",112,"USA","English","Sam Raimi",6.6,62370,10000000,12008642,44567606,62,350,151
"36984","tt0219854","Faccia a faccia",2000,"Comedy, Family, Fantasy",104,"USA","English","Jon Turteltaub",6.1,39692,65000000,69691949,110317580,45,146,91
"36990","tt0219965","Bandits",2001,"Comedy, Crime, Drama",123,"USA","English","Barry Levinson",6.5,64706,75000000,41575141,67631903,60,277,136
"36996","tt0220100","Timecode",2000,"Drama, Romance",97,"USA","English","Mike Figgis",6,6410,5000000,1057750,1431406,65,147,49
"37011","tt0220506","Halloween - La resurrezione",2002,"Horror, Thriller",94,"USA","English","Rick Rosenthal",4,36584,13000000,30354442,37664855,19,647,164
"37054","tt0221074","Christmas in the Clouds",2001,"Comedy, Family, Romance",96,"USA","English","Kate Montgomery",6.4,698,3000000,279225,279225,56,70,19
"37138","tt0223897","Un sogno per domani",2000,"Drama",123,"USA","English","Mimi Leder",7.2,111363,40000000,33519628,55707411,40,678,131
"37161","tt0225071","Angel Eyes - Occhi d'angelo",2001,"Drama, Romance",102,"USA","English","Luis Mandoki",5.6,22210,53000000,24174218,29715606,39,174,86
"37212","tt0226935","Chelsea Walls",2001,"Drama",109,"USA","English","Ethan Hawke",5.2,1995,100000,60902,60902,34,47,24
"37261","tt0228277","Everything Put Together",2000,"Drama",87,"USA","English","Marc Forster",6.2,643,100000,2963,8741,63,10,24
"37263","tt0228333","Fantasmi da Marte",2001,"Action, Horror, Sci-Fi",98,"USA","English","John Carpenter",4.9,50317,28000000,8709640,14010832,35,477,92
"37371","tt0230838","Sweet November - Dolce novembre",2001,"Drama, Romance",119,"USA","English","Pat O'Connor",6.7,84353,40000000,25288103,65754228,27,291,92
"37434","tt0233142","La rapina",2001,"Action, Comedy, Crime",125,"USA","English","Demian Lichtenstein",6,43235,62000000,15749959,18720175,21,408,112
"37514","tt0234829","Il sogno di una estate",2001,"Comedy, Drama, Romance",104,"USA","English","Michael Tollin",5.1,15006,34000000,19753553,19772447,21,114,51
"37557","tt0235737","Salton Sea - Incubi e menzogne",2002,"Crime, Drama, Mystery",103,"USA","English","D.J. Caruso",7.1,29317,18000000,764554,1073198,41,183,71
"37634","tt0237572","La promessa",2001,"Crime, Drama, Mystery",124,"USA","English","Sean Penn",6.8,52538,35000000,19733089,29419291,71,574,145
"37655","tt0238247","God's Army",2000,"Drama",108,"USA","English","Richard Dutcher",6.4,1021,300000,2637726,2637726,38,62,39
"37663","tt0238380","Equilibrium",2002,"Action, Drama, Sci-Fi",107,"USA","English","Kurt Wimmer",7.4,308150,20000000,1203794,5368217,33,1228,155
"37679","tt0238924","The Dangerous Lives of Altar Boys",2002,"Comedy, Drama",104,"USA","English","Peter Care",7,13031,12000000,1815864,2036599,69,120,80
"37728","tt0239949","Dimmi che non è vero",2001,"Comedy, Romance",95,"USA","English","J.B. Rogers",5,12492,25000000,5520393,12320393,21,87,86
"37731","tt0239986","I marciapiedi di New York",2001,"Comedy, Romance",108,"USA","English","Edward Burns",6.4,6375,1000000,2402652,3520373,49,61,68
"37752","tt0240462","Il dottor Dolittle 2",2001,"Comedy, Family, Fantasy",87,"USA","English","Steve Carr",4.7,41189,70000000,112952899,176104344,49,81,91
"37757","tt0240515","Freddy Got Fingered",2001,"Comedy",87,"USA","English","Tom Green",4.6,45503,14000000,14254993,14343028,13,681,87
"37805","tt0241760","Un ragazzo tutto nuovo",2002,"Comedy",88,"USA","English","Ed Decter",5.9,33220,13000000,29760152,31167388,24,164,48
"37817","tt0242252","L'intrigo della collana",2001,"Drama, History, Romance",118,"USA","English","Charles Shyer",6.1,4991,30000000,471210,1198113,42,65,48
"37825","tt0242508","Harvard Man",2001,"Comedy, Crime, Drama",99,"USA","English","James Toback",4.9,4167,5500000,56653,56653,49,69,28
"37830","tt0242587","L.I.E.",2001,"Crime, Drama",97,"USA","English","Michael Cuesta",7.1,9454,700000,1138836,1846059,73,110,70
"37847","tt0242998","Valentine - Appuntamento con la morte",2001,"Horror, Mystery, Thriller",96,"USA","English","Jamie Blanks",4.9,24630,29000000,20384136,36684136,18,374,143
"37866","tt0243415","Mercy Streets",2000,"Action, Drama, Crime",106,"USA","English","Jon Gunn",5.3,505,600000,173599,173599,28,17,15
"37880","tt0243585","Stuart Little 2",2002,"Animation, Adventure, Comedy",77,"USA","English","Rob Minkoff",5.5,49301,120000000,64956806,169956806,66,83,71
"37886","tt0243655","Wet Hot American Summer",2001,"Comedy, Romance",97,"USA","English","David Wain",6.6,53402,5000000,295206,295206,42,330,81
"37901","tt0244000","Gli ultimi fuorilegge",2001,"Action, Western",94,"USA","English","Les Mayfield",6,13782,35000000,13342790,13678913,25,169,44
"37905","tt0244094","Never Again",2001,"Comedy, Romance",98,"USA","English","Eric Schaeffer",6.3,775,500000,307631,307631,30,35,26
"37949","tt0244970","Qualcuno come te",2001,"Comedy, Romance",97,"USA","English","Tony Goldwyn",6.1,23187,23000000,27343067,38689940,32,168,54
"37959","tt0245120","Desert Vampires",2001,"Action, Horror, Thriller",90,"USA","English","J.S. Cardone",5.3,8248,15000000,7288451,8704851,35,127,60
"37972","tt0245341","P.S. Your Cat Is Dead!",2002,"Comedy",92,"USA","English","Steve Guttenberg",5.4,601,2000000,28454,28454,33,28,7
"37994","tt0245686","Le avventure di Joe Dirt",2001,"Adventure, Comedy, Drama",91,"USA","English","Dennie Gordon",6,50515,17700000,27087695,30987695,20,205,81
"38057","tt0246404","The 24th Day",2004,"Thriller",92,"USA","English","Tony Piccirillo",6.5,3469,1000000,14460,14460,29,64,17
"38066","tt0246464","Big trouble - Una valigia piena di guai",2002,"Comedy, Crime, Thriller",85,"USA","English","Barry Sonnenfeld",6.5,19538,40000000,7267307,8493890,47,188,91
"38073","tt0246578","Donnie Darko",2001,"Drama, Mystery, Sci-Fi",113,"USA","English","Richard Kelly",8,728383,6000000,1478493,6979093,88,2286,374
"38115","tt0246989","I gattoni",2001,"Comedy",95,"USA","English","Gregory Poirier",5.4,17302,11000000,13558739,23430766,15,127,75
"38130","tt0247444","Juwanna Mann",2002,"Comedy, Drama, Romance",91,"USA","English","Jesse Vaughan",4.6,6257,15600000,13670733,13802599,24,42,30
