"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"38234","tt0249478","Unico testimone",2001,"Crime, Mystery, Thriller",89,"USA","English","Harold Becker",5.6,24178,75000000,45246095,54249294,29,193,102
"38266","tt0250224","Crazy/Beautiful",2001,"Drama, Romance",99,"USA","English","John Stockwell",6.5,23602,13000000,16937988,19937988,61,166,85
"38275","tt0250323","I segreti del lago",2001,"Crime, Drama, Mystery",101,"USA","English","Scott McGehee, David Siegel",6.5,10923,3000000,8823109,10031529,78,181,95
"38290","tt0250494","La rivincita delle bionde",2001,"Comedy, Romance",96,"USA","English","Robert Luketic",6.3,180089,18000000,96520674,141774679,59,588,154
"38314","tt0251075","Evolution",2001,"Comedy, Sci-Fi",101,"USA","English","Ivan Reitman",6.1,118060,80000000,38345494,98376292,40,443,160
"38356","tt0251736","La casa dei 1000 corpi",2003,"Horror",89,"USA","English","Rob Zombie",6.1,74975,7000000,12634962,16829545,31,956,218
"38413","tt0252501","Cuori in Atlantide",2001,"Drama, Mystery",101,"USA","English","Scott Hicks",6.9,35999,31000000,24185781,30919415,55,291,114
"38434","tt0252866","American Pie 2",2001,"Comedy",108,"USA","English","J.B. Rogers",6.4,236374,30000000,145103595,287553595,43,436,131
"38441","tt0253063","Eban and Charley",2000,"Drama, Romance",86,"USA","English","James Bolton",5.7,721,30000,16918,16918,30,26,5
"38483","tt0253754","Star Trek - La nemesi",2002,"Action, Adventure, Sci-Fi",116,"USA","English","Stuart Baird",6.4,72598,60000000,43254409,67336470,51,854,188
"38488","tt0253798","Out Cold",2001,"Comedy, Sport",89,"USA","English","Brendan Malloy, Emmett Malloy",6.4,16552,24000000,13906394,14782676,22,93,36
"38494","tt0253867","La cosa più dolce...",2002,"Comedy, Romance",84,"USA","English","Roger Kumble",5.2,54312,43000000,24718164,69319426,32,422,101
"38616","tt0255798","Animal",2001,"Comedy, Sci-Fi",84,"USA","English","Luke Greenfield",4.8,56312,47000000,57743062,85191134,43,141,76
"38617","tt0255819","Baby Boy",2001,"Crime, Drama, Romance",130,"USA","English","John Singleton",6.4,12651,16000000,28734552,29381649,55,87,44
"38641","tt0256415","Tutta colpa dell'amore - Sweet home Alabama",2002,"Comedy, Romance",108,"USA","English","Andy Tennant",6.2,100636,30000000,127223418,180622424,45,408,75
"38661","tt0257044","Era mio padre",2002,"Crime, Drama, Thriller",117,"USA","English","Sam Mendes",7.7,242441,80000000,104454762,181001478,72,1074,213
"38672","tt0257360","A proposito di Schmidt",2002,"Comedy, Drama",125,"USA","English","Alexander Payne",7.1,121177,30000000,65016287,105834556,85,636,224
"38698","tt0258000","Panic Room",2002,"Crime, Drama, Thriller",112,"USA","English","David Fincher",6.8,253016,48000000,96397334,197079546,65,910,242
"38700","tt0258038","Pootie Tang",2001,"Action, Adventure, Comedy",81,"USA","English","Louis C.K.",5.3,13292,7000000,3313583,3313583,31,133,33
"38709","tt0258273","Lovely & Amazing",2001,"Comedy, Drama, Romance",91,"USA","English","Nicole Holofcener",6.7,6797,250000,4222923,4677852,75,88,71
"38714","tt0258470","Bubble Boy",2001,"Adventure, Comedy, Romance",84,"USA","English","Blair Hayes",5.6,29730,13000000,5007898,5007898,41,187,47
"38846","tt0261392","Jay & Silent Bob... Fermate Hollywood!",2001,"Comedy",104,"USA","English","Kevin Smith",6.8,146997,22000000,30085147,33788161,51,877,183
"38876","tt0261983","Session 9",2001,"Horror, Mystery",100,"USA","English","Brad Anderson",6.4,53110,1500000,378176,1612259,58,566,152
"38899","tt0262432","George Washington",2000,"Drama",89,"USA","English","David Gordon Green",7.3,7700,42000,247406,283846,82,72,69
"38981","tt0263728","2012 - L'avvento del male",2001,"Action, Adventure, Fantasy",104,"USA","English","Brian Trenchard-Smith",4,2575,22000000,6047691,6047691,35,110,21
"38987","tt0263757","Le ragazze dei quartieri alti",2003,"Comedy, Drama, Romance",92,"USA","English","Boaz Yakin",6.2,34641,20000000,37182494,44617342,33,133,73
"39007","tt0264150","Una hostess tra le nuvole",2003,"Comedy, Romance",87,"USA","English","Bruno Barreto",5.2,25227,30000000,15614000,19526014,27,161,88
"39029","tt0264472","Ipotesi di reato",2002,"Drama, Thriller",98,"USA","English","Roger Michell",6.4,66104,45000000,66818548,94935764,69,360,165
"39044","tt0264761","Kissing Jessica Stein",2001,"Comedy, Drama, Romance",97,"USA","English","Charles Herman-Wurmfeld",6.4,15761,1000000,7025722,10013424,72,192,112
"39046","tt0264796","L'ultimo sogno",2001,"Drama",125,"USA","English","Irwin Winkler",7.5,42526,27000000,15667270,23903791,45,359,99
"39049","tt0264935","Formula per un delitto",2002,"Crime, Mystery, Thriller",115,"USA","English","Barbet Schroeder",6.2,52231,50000000,31945749,56714147,50,311,136
"39055","tt0265029","I perfetti innamorati",2001,"Comedy, Romance",102,"USA","English","Joe Roth",5.7,53988,46000000,93607673,138307673,44,344,144
"39057","tt0265087","Black Knight",2001,"Adventure, Comedy, Fantasy",95,"USA","English","Gil Junger",4.9,37508,50000000,33426971,39976235,32,176,50
"39071","tt0265208","La ragazza della porta accanto",2004,"Comedy, Drama, Romance",109,"USA","English","Luke Greenfield",6.7,198469,25000000,14589444,30381722,47,540,119
"39077","tt0265307","L'ultimo gigolò",2001,"Drama, Romance",106,"USA","English","George Hickenlooper",6.6,4040,6500000,1435016,2006391,57,74,43
"39082","tt0265349","The Mothman Prophecies - Voci dall'ombra",2002,"Drama, Horror, Mystery",119,"USA","English","Mark Pellington",6.4,74427,32000000,35746370,55305279,52,483,177
"39086","tt0265459","One Hour Photo",2002,"Drama, Thriller",96,"USA","English","Mark Romanek",6.8,112856,12000000,31597131,52223306,64,624,214
"39099","tt0265662","Un sogno una vittoria",2002,"Drama, Family, Sport",127,"USA","English","John Lee Hancock",6.9,31721,22000000,75600072,80693537,72,177,95
"39109","tt0265808","110 e frode",2002,"Comedy, Crime",85,"USA","English","Bruce McCulloch",5.2,12402,25000000,14036406,14277032,25,85,51
"39172","tt0266971","The Slaughter Rule",2002,"Drama, Sport",112,"USA","English","Alex Smith, Andrew J. Smith",6,2278,500000,13411,13411,65,30,17
"39209","tt0267804","The One",2001,"Action, Sci-Fi, Thriller",87,"USA","English","James Wong",5.9,87736,49000000,43905746,74005691,25,302,108
"39230","tt0268200","Brigham City",2001,"Crime, Drama, Mystery",119,"USA","English","Richard Dutcher",6.8,1313,1000000,852206,852206,62,72,12
"39248","tt0268380","L'era glaciale",2002,"Animation, Adventure, Comedy",81,"USA","English","Chris Wedge, Carlos Saldanha",7.5,431467,59000000,176387405,383257136,60,495,171
"39249","tt0268397","Jimmy Neutron - Ragazzo prodigio",2001,"Animation, Action, Adventure",82,"USA","English","John A. Davis",6,30154,30000000,80936232,102992536,65,129,63
"39275","tt0268978","A Beautiful Mind",2001,"Biography, Drama",135,"USA","English","Ron Howard",8.2,827595,58000000,170742341,316791257,72,1302,152
"39276","tt0268995","The Majestic",2001,"Drama, Romance",152,"USA","English","Frank Darabont",6.9,51763,72000000,27807266,37317558,27,389,119
"39281","tt0269095","Colpevole d'omicidio",2002,"Crime, Drama, Mystery",108,"USA","English","Michael Caton-Jones",6.1,23953,40000000,22449000,29676703,50,164,99
"39288","tt0269341","Un gioco per due",2001,"Comedy, Romance",90,"USA","English","Mark Brown",6.2,6146,13000000,22235901,22391450,35,33,39
"39357","tt0270980","La figlia del mio capo",2003,"Comedy, Romance",86,"USA","English","David Zucker",4.7,27949,14000000,15550605,18191005,15,122,57
"39363","tt0271020","The Jimmy Show",2001,"Comedy, Drama",96,"USA","English","Frank Whaley",5.2,525,1500000,1000,1000,39,20,9
"39377","tt0271263","Otto notti di follie",2002,"Animation, Comedy, Musical",76,"USA","English","Seth Kearsley",5.4,21191,34000000,23586598,23833131,23,165,66
"39383","tt0271367","Arac Attack - Mostri a otto zampe",2002,"Action, Adventure, Comedy",99,"USA","English","Ellory Elkayem",5.4,51992,30000000,17322606,45867333,53,314,193
"39404","tt0271582","Joshua",2002,"Drama",91,"USA","English","Jon Purdy",6.7,1769,9000000,1461635,1461635,38,87,18
"39444","tt0272020","Il castello",2001,"Action, Drama, Thriller",131,"USA","English","Rod Lurie",7,69830,72000000,18244060,27642707,43,307,103
"39466","tt0272338","Ubriaco d'amore",2002,"Comedy, Drama, Romance",95,"USA","English","Paul Thomas Anderson",7.3,144254,25000000,17844216,24665649,78,952,268
"39534","tt0273982","Poolhall Junkies",2002,"Comedy, Drama, Sport",99,"USA","English","Mars Callahan",6.9,9536,4000000,563711,563711,36,116,35
"39582","tt0274812","Secretary",2002,"Comedy, Drama, Romance",107,"USA","English","Steven Shainberg",7,81824,4000000,4059680,9304609,63,421,176
"39596","tt0275022","Crossroads - Le strade della vita",2002,"Comedy, Drama, Romance",93,"USA","English","Tamra Davis",3.5,38047,12000000,37191304,61141030,27,576,117
"39637","tt0275719","Tape",2001,"Drama",86,"USA","English","Richard Linklater",7.3,18519,100000,490475,515900,71,111,57
"39651","tt0276033","I Mattacchiorsi",2002,"Comedy, Family, Music",88,"USA","English","Peter Hastings",4.1,4996,35000000,16990825,18012097,37,81,39
"39695","tt0277027","Mi chiamo Sam",2001,"Drama",132,"USA","English","Jessie Nelson",7.7,141155,22000000,40311852,97818139,28,462,117
"39708","tt0277371","Non è un'altra stupida commedia americana",2001,"Comedy",89,"USA","English","Joel Gallen",5.7,95477,15000000,38252284,66468332,32,404,96
"39773","tt0278435","Via dall'incubo",2002,"Crime, Drama, Thriller",115,"USA","English","Michael Apted",5.8,38833,38000000,40007742,51806184,25,253,90
"39775","tt0278488","Due sballati al college",2001,"Comedy, Fantasy",93,"USA","English","Jesse Dylan",6.3,52647,20000000,31178740,31283740,29,113,37
"39809","tt0279111","Gods and Generals",2003,"Biography, Drama, History",219,"USA","English","Ron Maxwell",6.4,15189,56000000,12882934,12923936,30,509,76
"39826","tt0279286","On the Line",2001,"Comedy, Family, Romance",85,"USA","English","Eric Bross",4.2,3955,16000000,4365455,4544601,34,78,45
"39836","tt0279493","Undercover Brother",2002,"Action, Comedy",86,"USA","English","Malcolm D. Lee",5.8,33080,25000000,39089928,41604473,69,191,73
"39857","tt0279778","I sublimi segreti delle Ya-Ya Sisters",2002,"Drama",116,"USA","English","Callie Khouri",6.1,17846,27000000,69599016,73839240,48,199,95
"39866","tt0279889","Joe Somebody",2001,"Comedy, Drama",98,"USA","English","John Pasquin",5.5,9857,38000000,22771646,24516772,42,87,52
"39891","tt0280424","Amy's O - Finalmente l'amore",2001,"Comedy, Romance",87,"USA","English","Julie Davis",5.2,1669,500000,119664,119664,36,40,16
"39897","tt0280460","Due amiche esplosive",2002,"Comedy, Drama",98,"USA","English","Bob Dolman",5.6,14272,10000000,30307416,38068353,48,151,93
"39900","tt0280477","Better Luck Tomorrow",2002,"Crime, Drama, Romance",101,"USA","English","Justin Lin",7,8978,250000,3802390,3809226,67,135,50
"39908","tt0280590","Mr. Deeds",2002,"Comedy, Romance",96,"USA","English","Steven Brill",5.8,133994,50000000,126293452,171269535,24,315,120
"39918","tt0280674","Soldifacili.com",2002,"Comedy",105,"USA","English","Mick Jackson",5.6,3019,17000000,5491,5491,20,31,7
"39926","tt0280760","Igby Goes Down",2002,"Comedy, Drama",98,"USA","English","Burr Steers",6.9,31680,9000000,4777465,6919198,72,234,128
"39971","tt0281358","I passi dell'amore",2002,"Drama, Romance",101,"USA","English","Adam Shankman",7.4,196585,11800000,41281092,47494916,35,1017,81
"40003","tt0282120","La famiglia della giungla",2002,"Animation, Adventure, Comedy",85,"USA","English","Cathy Malkasian, Jeff McGrath",5.6,13880,25000000,40108697,60694737,69,35,38
"40046","tt0282687","Una vita quasi perfetta",2002,"Comedy, Romance",103,"USA","English","Stephen Herek",5.8,22866,40000000,14448589,16872671,31,125,87
"40074","tt0283003","Spun",2002,"Comedy, Crime, Drama",101,"USA","English","Jonas Åkerlund",6.8,36481,2000000,411119,685608,41,204,84
"40076","tt0283026","Swimfan - La piscina della paura",2002,"Drama, Thriller",85,"USA","English","John Polson",5.1,18771,10000000,28564995,34411240,29,216,88
"40117","tt0283503","Brooklyn Rules",2007,"Crime, Drama",99,"USA","English","Michael Corrente",6.3,5441,8000000,458232,458232,53,49,40
"40121","tt0283530","Il club degli imperatori",2002,"Drama",109,"USA","English","Michael Hoffman",6.9,16386,12500000,14118751,16318449,49,147,84
"40205","tt0284850","The Anarchist Cookbook",2002,"Comedy, Drama, Romance",101,"USA","English","Jordan Susman",5.1,1329,2500000,14369,14369,36,48,5
"40236","tt0285487","Crazy as Hell",2002,"Drama, Thriller",113,"USA","English","Eriq La Salle",6,981,1800000,21679,21679,33,36,11
"40256","tt0285728","Dahmer - Il cannibale di Milwaukee",2002,"Biography, Crime, Drama",101,"USA","English","David Jacobson",5.6,9363,250000,144008,144008,63,139,30
"40259","tt0285742","Monster's Ball - L'ombra della vita",2001,"Drama, Romance",111,"USA","English","Marc Forster",7,81502,4000000,31273922,45011434,69,529,149
"40283","tt0286162","L'ultima estate",2002,"Drama",91,"USA","English","Pete Jones",6.5,2616,1800000,134736,163348,36,55,31
"40284","tt0286179","La costa del sole",2002,"Drama, Romance",141,"USA","English","John Sayles",6.7,3828,5600000,3065921,3369654,69,81,56
"40386","tt0287717","Spy Kids 2 - L'isola dei sogni perduti",2002,"Action, Adventure, Comedy",100,"USA","English","Robert Rodriguez",5.2,59287,38000000,85846429,119723358,66,115,105
"40466","tt0289408","Le superchicche - Il film",2002,"Animation, Action, Adventure",73,"USA","English","Craig McCracken",6.6,9102,11000000,11412414,16426471,65,76,50
"40495","tt0289848","Un boss sotto stress",2002,"Comedy, Crime",96,"USA","English","Harold Ramis",5.9,81387,60000000,32130627,55003135,37,148,98
"40516","tt0290145","Blue Car",2002,"Drama",96,"USA","English","Karen Moncrieff",6.5,3367,1000000,465310,476551,76,67,44
"40520","tt0290212","Full Frontal",2002,"Comedy, Romance",101,"USA","English","Steven Soderbergh",4.7,9402,2000000,2512846,3438804,45,168,108
"40531","tt0290332","The Wash",2001,"Comedy",96,"USA","English","DJ Pooh",4.8,6559,7000000,10097538,10229331,18,37,27
"40696","tt0292963","Onora il padre e la madre",2007,"Crime, Drama, Thriller",117,"USA","English","Sidney Lumet",7.3,94917,18000000,7084227,25038466,84,302,206
"40758","tt0293815","Friday After Next",2002,"Comedy, Drama",85,"USA","English","Marcus Raboy",5.8,25170,10000000,33253609,33526835,35,71,27
"40801","tt0294870","Rent",2005,"Drama, Musical, Romance",135,"USA","English","Chris Columbus",6.9,48187,40000000,29077547,31670620,53,755,86
"40826","tt0295238","Personal Velocity - Il momento giusto",2002,"Drama, Romance",86,"USA","English","Rebecca Miller",6.5,3471,125000,811299,890502,70,70,59
"40830","tt0295289","Cose da maschi",2003,"Comedy, Romance",101,"USA","English","Chris Koch",5.6,16414,20000000,15545431,17432163,27,94,78
"40840","tt0295427","Il maestro cambiafaccia",2002,"Adventure, Comedy, Family",80,"USA","English","Perry Andelin Blake",3.4,21991,16000000,40388794,43411001,12,330,51
"40867","tt0295725","Time Changer",2002,"Drama, Fantasy, Sci-Fi",95,"USA","English","Rich Christiano",5.2,2230,825000,1305964,1305964,26,176,17
"40894","tt0296572","The Chronicles of Riddick",2004,"Action, Adventure, Sci-Fi",119,"USA","English","David Twohy",6.7,212109,105000000,57761012,115900534,38,699,211
"40914","tt0296845","Little secrets - Sogni e segreti",2001,"Comedy, Drama, Family",96,"USA","English","Blair Treu",6.4,3078,2500000,405792,750582,52,39,19
"40920","tt0297037","Brown Sugar",2002,"Romance, Comedy, Drama",109,"USA","English","Rick Famuyiwa",6.5,8321,8000000,27363891,28316451,58,58,36
"40969","tt0298050","Manito",2002,"Drama, Family",78,"USA","English","Eric Eason",6.7,539,24000,11000,11000,71,21,28
"40976","tt0298130","The Ring",2002,"Horror, Mystery",115,"USA","English","Gore Verbinski",7.1,315069,48000000,129128133,249348933,57,1671,272
"40978","tt0298148","Shrek 2",2004,"Animation, Adventure, Comedy",93,"USA","English","Andrew Adamson, Kelly Asbury",7.2,410089,150000000,441226247,928760770,75,546,200
"41008","tt0298744","Auto Focus",2002,"Biography, Crime, Drama",105,"USA","English","Paul Schrader",6.6,13071,7000000,2063196,2704951,66,151,102
"41013","tt0298798","Cherish",2002,"Comedy, Drama, Thriller",99,"USA","English","Finn Taylor",6.7,2657,1500000,179751,179751,51,42,40
"41037","tt0299458","All the Real Girls",2003,"Drama, Romance",108,"USA","English","David Gordon Green",6.8,10206,2500000,549666,579986,71,128,92
"41058","tt0299930","Amore estremo - Tough Love",2003,"Comedy, Crime, Romance",121,"USA","English","Martin Brest",2.5,45680,54000000,6087542,7266209,18,429,127
"41065","tt0300051","Jersey Girl",2004,"Comedy, Drama, Romance",102,"USA","English","Kevin Smith",6.2,62656,35000000,25268157,35492921,43,366,123
"41130","tt0301470","Jeepers Creepers - Il canto del diavolo 2",2003,"Horror",106,"USA","English","Victor Salva",5.6,57297,17000000,35667218,63102666,36,337,175
"41185","tt0302886","Old School",2003,"Comedy",88,"USA","English","Todd Phillips",7.1,211665,24000000,75585093,87135520,54,408,119
"41208","tt0303361","May",2002,"Comedy, Drama, Horror",93,"USA","English","Lucky McKee",6.6,32534,500000,150277,264349,58,307,126
"41219","tt0303714","La bottega del barbiere",2002,"Comedy, Drama",102,"USA","English","Tim Story",6.3,29018,12000000,75782105,77063924,66,153,91
"41225","tt0303816","Cabin Fever",2002,"Drama, Horror",93,"USA","English","Eli Roth",5.7,73040,1500000,21158188,30553394,56,794,270
"41228","tt0303933","Drumline",2002,"Comedy, Drama, Romance",118,"USA","English","Charles Stone III",5.8,32583,20000000,56399184,57588485,63,188,63
"41294","tt0305224","Terapia d'urto",2003,"Comedy",106,"USA","English","Peter Segal",6.3,200456,75000000,135645823,195745823,52,491,74
"41311","tt0305669","Un ciclone in casa",2003,"Comedy",105,"USA","English","Adam Shankman",5.6,34433,33000000,132716677,164729679,39,234,122
"41379","tt0307109","The Lost Skeleton of Cadavra",2001,"Comedy, Horror, Sci-Fi",90,"USA","English","Larry Blamire",7,4618,40000,143121,143121,45,124,89
