,title,year,genre,duration,country,language,director,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,votecat,director_avg
1708,Lost River,2014,"Drama, Fantasy, Mystery",95,USA,English,Ryan Gosling,5.7,16812,2000000,45431,615500,42,122,204,Middle,5.7
1709,Il castello di vetro,2017,"Biography, Drama",127,USA,English,Destin Daniel Cretton,7.1,28388,9000000,17273059,22088533,56,142,162,High,7.324999999999999
1710,Cavemen,2013,Comedy,88,USA,English,Herschel Faber,5.3,4302,1200000,5948,5948,19,20,10,Middle,5.3
1711,Joe,2013,"Crime, Drama",117,USA,English,David Gordon Green,6.9,44806,4000000,373375,2431443,74,146,172,High,6.533333333333335
1712,The Sacrament,2013,"Horror, Thriller",99,USA,English,Ti West,6.1,16587,4000000,9221,9221,49,100,206,Middle,5.385714285714286
1713,Dark Skies - Oscure presenze,2013,"Horror, Sci-Fi, Thriller",97,USA,English,Scott Stewart,6.3,69614,3500000,17418667,27858103,50,273,258,Middle,5.733333333333333
1714,Oculus - Il riflesso del male,2013,"Horror, Mystery",104,USA,English,Mike Flanagan,6.5,114486,5000000,27695246,44459951,61,459,362,Middle,6.4
1715,Cheap Thrills,2013,"Comedy, Crime, Drama",88,USA,English,E.L. Katz,6.7,17439,200000,59424,59424,63,69,202,High,6.25
1716,Non dico altro,2013,"Comedy, Drama, Romance",93,USA,English,Nicole Holofcener,7.0,58016,8000000,17550872,25288872,78,164,242,High,6.483333333333334
1717,Copperhead,2013,Drama,120,USA,English,Ron Maxwell,5.5,869,12000000,171740,171740,34,23,12,Middle,6.366666666666666
1718,Wendy,2020,"Drama, Fantasy",111,USA,English,Benh Zeitlin,5.7,1405,6000000,143518,144564,54,41,52,Middle,6.5
1719,Benvenuti a ieri,2015,"Drama, Mystery, Sci-Fi",106,USA,English,Dean Israelite,6.4,74937,12000000,22348241,33213241,47,237,185,Middle,6.15
1720,Snoopy & Friends - Il film dei Peanuts,2015,"Animation, Comedy, Family",88,USA,English,Steve Martino,7.1,41469,99000000,130178411,246233113,67,199,242,High,7.1
1721,Non è romantico?,2019,"Comedy, Fantasy, Romance",89,USA,English,Todd Strauss-Schulson,5.9,60192,31000000,48791187,48791187,60,415,126,Middle,6.266666666666666
1722,Hateship Loveship,2013,"Drama, Romance",104,USA,English,Liza Johnson,6.1,6451,5000000,54030,83008,59,32,55,Middle,6.2
1723,The Single Moms Club,2014,"Comedy, Drama",111,USA,English,Tyler Perry,5.3,5769,8000000,15973881,16365451,31,33,20,Middle,4.972222222222222
1724,Mai così vicini,2014,"Comedy, Drama, Romance",94,USA,English,Rob Reiner,5.8,12539,18000000,15160801,25419147,38,63,115,Middle,6.805
1725,The Last Five Years,2014,"Comedy, Drama, Musical",94,USA,English,Richard LaGravenese,5.9,9305,3500000,145427,292092,60,51,82,Middle,6.6
1726,Star Wars - Il risveglio della Forza,2015,"Action, Adventure, Sci-Fi",138,USA,English,J.J. Abrams,7.9,845102,245000000,936662225,2068224036,80,4822,909,High,7.333333333333333
1727,Hotel Transylvania 2,2015,"Animation, Comedy, Family",89,USA,English,Genndy Tartakovsky,6.7,103704,80000000,169700110,474800000,44,159,184,High,7.125
1728,Star Wars - Gli ultimi Jedi,2017,"Action, Adventure, Fantasy",152,USA,English,Rian Johnson,7.0,547797,317000000,620181382,1332540187,84,6718,717,High,7.279999999999999
1729,Star Wars: L'ascesa di Skywalker,2019,"Action, Adventure, Fantasy",141,USA,English,J.J. Abrams,6.6,347274,275000000,515202542,1074144248,53,7553,502,Middle,7.333333333333333
1730,God's Not Dead - Dio non è morto,2014,Drama,113,USA,English,Harold Cronk,4.7,39834,2000000,60755732,64676349,16,721,57,Middle,4.814285714285714
1731,Giù le mani dalle nostre figlie,2018,Comedy,102,USA,English,Kay Cannon,6.2,69041,21000000,60311495,94017294,69,355,191,Middle,6.2
1732,Duri si diventa,2015,"Comedy, Crime",100,USA,English,Etan Cohen,6.0,120243,40000000,90411453,111711453,34,169,191,Middle,4.9
1733,Birdman o (L'imprevedibile virtù dell'ignoranza),2014,"Comedy, Drama",119,USA,English,Alejandro G. Iñárritu,7.7,566487,18000000,42340598,103215094,87,1390,628,High,7.733333333333334
1734,Insospettabili sospetti,2017,"Comedy, Crime",96,USA,English,Zach Braff,6.6,74811,25000000,45018541,84918541,50,168,186,Middle,6.8999999999999995
1735,Life After Beth - L'amore ad ogni costo,2014,"Comedy, Fantasy, Horror",89,USA,English,Jeff Baena,5.6,19529,2400000,88273,274717,50,74,171,Middle,5.8
1736,Quel fantastico peggior anno della mia vita,2015,"Comedy, Drama",105,USA,English,Alfonso Gomez-Rejon,7.7,120658,8000000,6758416,9074749,74,225,316,High,6.6000000000000005
1737,Hell or High Water,2016,"Action, Crime, Drama",102,USA,English,David Mackenzie,7.6,198293,12000000,27007844,37879877,88,446,320,High,6.68
1738,Whiplash,2014,"Drama, Music",106,USA,English,Damien Chazelle,8.5,690732,3300000,13092000,48983260,88,1213,583,High,7.45
1739,Colpa delle stelle,2014,"Drama, Romance",126,USA,English,Josh Boone,7.7,337110,12000000,124872350,307166834,69,692,336,High,6.833333333333333
1740,A Madea Christmas,2013,"Comedy, Drama, Romance",100,USA,English,Tyler Perry,4.9,5734,25000000,52543354,53396635,28,32,26,Middle,4.972222222222222
1741,Ted 2,2015,Comedy,115,USA,English,Seth MacFarlane,6.3,180324,68000000,81476385,215863606,48,258,303,Middle,6.433333333333334
1742,Un tuffo nel passato 2,2015,"Comedy, Mystery, Sci-Fi",93,USA,English,Steve Pink,5.1,36333,14000000,12314651,13081651,29,112,113,Middle,6.0
1743,The Boss,2016,Comedy,99,USA,English,Ben Falcone,5.4,42072,29000000,63285885,78844582,40,157,179,Middle,5.3
1744,Game Night - Indovina chi muore stasera?,2018,"Action, Comedy, Crime",100,USA,English,"John Francis Daley, Jonathan Goldstein",6.9,198350,37000000,69179066,117679066,66,589,300,High,6.5
1745,La risposta è nelle stelle,2015,"Drama, Romance",123,USA,English,George Tillman Jr.,7.1,75070,34000000,37446117,62944815,33,152,125,High,7.057142857142857
1746,Rosewater,2014,"Biography, Drama",103,USA,English,Jon Stewart,6.6,10202,5000000,3128941,3171593,67,42,134,Middle,6.4
1747,The One I Love,2014,"Comedy, Drama, Romance",91,USA,English,Charlie McDowell,7.1,34444,100000,513447,596933,66,99,115,High,6.699999999999999
1748,La bella e la bestia,2017,"Family, Fantasy, Musical",129,USA,English,Bill Condon,7.1,263977,160000000,504481165,1264064380,65,1135,522,High,6.245454545454546
1749,Top Five,2014,"Comedy, Romance",102,USA,English,Chris Rock,6.4,25524,12000000,25317471,26117471,81,101,164,Middle,5.8
1750,Il drago invisibile,2016,"Action, Adventure, Comedy",102,USA,English,David Lowery,6.7,52936,65000000,76233151,143695338,71,165,242,High,6.4
1751,Atlas Shrugged: Part III,2014,"Drama, Mystery, Sci-Fi",99,USA,English,James Manera,4.3,2956,5000000,846704,846704,9,75,16,Middle,4.3
1752,Ghost Movie 2 - Questa volta è guerra,2014,"Comedy, Fantasy",86,USA,English,Michael Tiddes,4.7,19363,4000000,17329486,25358716,17,55,70,Middle,4.6
1753,Un poliziotto ancora in prova,2016,"Action, Comedy, Crime",102,USA,English,Tim Story,5.9,52409,40000000,91221830,124608438,32,82,131,Middle,5.96
1754,Wish I Was Here,2014,"Comedy, Drama",106,USA,English,Zach Braff,6.7,36179,6000000,3591299,5670776,43,111,155,High,6.8999999999999995
1755,Lo sciacallo - Nightcrawler,2014,"Crime, Drama, Thriller",117,USA,English,Dan Gilroy,7.9,449212,8500000,32381217,47398992,76,782,560,High,6.7
1756,Black or White,2014,Drama,121,USA,English,Mike Binder,6.6,11473,9000000,21571189,21833967,45,65,95,Middle,6.13
1757,The Signal,2014,"Drama, Mystery, Sci-Fi",97,USA,English,William Eubank,6.1,61589,4000000,600896,2595622,54,282,172,Middle,5.8
1758,The Lazarus Effect,2015,"Horror, Mystery, Sci-Fi",83,USA,English,David Gelb,5.2,40360,3300000,25801570,38356892,31,176,166,Middle,5.2
1759,God's Pocket,2014,"Crime, Drama",88,USA,English,John Slattery,6.1,10616,1000000,169976,413567,51,73,106,Middle,6.1
1760,Ruth & Alex - L'amore cerca casa,2014,"Comedy, Drama",88,USA,English,Richard Loncraine,6.2,9143,6000000,1020921,3679847,55,62,76,Middle,6.5
1761,Tutti vogliono qualcosa,2016,Comedy,117,USA,English,Richard Linklater,6.9,50953,10000000,3400278,4644472,83,162,278,High,7.029999999999999
1762,Zootropolis,2016,"Animation, Adventure, Comedy",108,USA,English,"Byron Howard, Rich Moore",8.0,421174,150000000,341268248,1023789075,78,714,480,High,8.0
1763,Greater,2016,"Biography, Family, Sport",130,USA,English,David L. Hunt,7.3,4263,9000000,2000620,2000620,35,51,15,High,6.25
1764,Happy Christmas,2014,"Comedy, Drama",82,USA,English,Joe Swanberg,5.4,7549,70000,30312,30312,70,50,66,Middle,5.299999999999999
1765,Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Sci-Fi",152,USA,English,Zack Snyder,6.4,612550,250000000,330360194,873637528,44,3766,813,Middle,6.887499999999999
1766,Tempo limite,2016,"Action, Crime, Drama",93,USA,English,Peter Billingsley,5.5,6829,16500000,21256,243793,23,42,24,Middle,5.5
1767,L'incredibile storia di Winter il delfino 2,2014,"Drama, Family",107,USA,English,Charles Martin Smith,6.4,8175,36000000,42024533,57824533,58,38,58,Middle,6.362500000000001
1768,Planes 2 - Missione antincendio,2014,"Animation, Adventure, Comedy",83,USA,English,Roberts Gannaway,6.0,16263,50000000,59165787,146965787,48,56,131,Middle,6.0
1769,Camp X-Ray,2014,"Drama, War",117,USA,English,Peter Sattler,6.9,38766,1000000,13302,79624,54,90,100,High,6.9
1770,Mamma che notte!,2014,Comedy,98,USA,English,"Andrew Erwin, Jon Erwin",5.4,13044,5000000,10429707,10536956,25,159,53,Middle,6.425
1771,Stonewall,2015,"Drama, History",129,USA,English,Roland Emmerich,5.2,3425,13500000,187674,292669,30,41,83,Middle,5.85294117647059
1772,Jackass - Nonno cattivo,2013,Comedy,92,USA,English,Jeff Tremaine,6.5,88339,15000000,102003019,151826547,54,178,161,Middle,6.75
1773,Road Hard,2015,Comedy,98,USA,English,"Adam Carolla, Kevin Hench",6.1,1747,1500000,113169,113169,50,18,14,Middle,6.1
1774,Beyond the Lights: Trova la tua voce,2014,"Drama, Music, Romance",116,USA,English,Gina Prince-Bythewood,6.9,15091,7000000,14618727,14618727,73,50,71,High,7.0249999999999995
1775,Rock the Kasbah,2015,"Comedy, Music, War",106,USA,English,Barry Levinson,5.5,10609,15000000,3020664,3394174,29,61,108,Middle,6.426086956521738
1776,Diario di una teenager,2015,"Comedy, Drama, Romance",102,USA,English,Marielle Heller,6.9,29010,2000000,1477002,1775133,87,101,178,High,7.099999999999999
1777,Honeymoon,2014,"Horror, Mystery, Thriller",87,USA,English,Leigh Janiak,5.7,24005,1000000,9318,24343,65,140,182,Middle,5.7
1778,"Men, Women & Children",2014,"Comedy, Drama",119,USA,English,Jason Reitman,6.7,29955,16000000,705908,1705908,38,96,162,High,6.9125000000000005
1779,Il ragazzo della porta accanto,2015,"Horror, Thriller",91,USA,English,Rob Cohen,4.7,37341,4000000,35423380,52425855,30,163,272,Middle,5.646153846153846
1780,L'ultima parola - La vera storia di Dalton Trumbo,2015,"Biography, Drama",124,USA,English,Jay Roach,7.5,74712,15000000,7857741,11430025,60,216,305,High,6.609999999999999
1781,Incarnate: Non potrai nasconderti,2016,"Horror, Thriller",87,USA,English,Brad Peyton,5.3,11266,5000000,4799774,9037058,30,66,75,Middle,5.52
1782,Risorto,2016,"Action, Drama, History",107,USA,English,Kevin Reynolds,6.3,24616,20000000,36880033,46432579,51,198,139,Middle,6.799999999999999
1783,It Follows,2014,"Horror, Mystery, Thriller",100,USA,English,David Robert Mitchell,6.8,203299,1000000,14674076,21528593,83,1008,431,High,6.533333333333334
1784,Sully,2016,"Biography, Drama",96,USA,English,Clint Eastwood,7.4,229971,60000000,125070033,240797623,74,480,414,High,6.989473684210527
1785,Bus 657,2015,"Action, Crime, Drama",93,USA,English,Scott Mann,6.1,27206,8900000,50136,3777046,37,105,50,Middle,5.966666666666666
1786,Annabelle,2014,"Horror, Mystery, Thriller",99,USA,English,John R. Leonetti,5.4,137122,6500000,84273813,257047661,37,412,303,Middle,4.733333333333333
1787,Max,2015,"Adventure, Drama, Family",111,USA,English,Boaz Yakin,6.7,25357,20000000,42656255,43967255,47,95,65,High,6.4875
1788,Botte da prof.,2017,Comedy,91,USA,English,Richie Keen,5.6,38840,22000000,32187017,41087017,37,156,122,Middle,5.6
1789,The Divergent Series: Allegiant,2016,"Action, Adventure, Mystery",120,USA,English,Robert Schwentke,5.7,105498,110000000,66184051,179246868,33,222,215,Middle,6.500000000000001
1790,L'era glaciale - In rotta di collisione,2016,"Animation, Adventure, Comedy",94,USA,English,"Mike Thurmeier, Galen T. Chu",5.7,54946,105000000,64063008,408579038,34,136,148,Middle,5.7
1791,Il superpoliziotto del supermercato 2,2015,"Action, Comedy, Crime",94,USA,English,Andy Fickman,4.4,33463,30000000,71038190,107588225,13,169,82,Middle,5.614285714285714
1792,Cattivissimo me 3,2017,"Animation, Adventure, Comedy",89,USA,English,"Kyle Balda, Pierre Coffin",6.3,108791,80000000,264624300,1034799409,49,224,263,Middle,6.35
1793,Thor: Ragnarok,2017,"Action, Adventure, Comedy",130,USA,English,Taika Waititi,7.9,564511,180000000,315058289,853979142,74,1600,520,High,7.6
1794,Richard Jewell,2019,"Biography, Crime, Drama",131,USA,English,Clint Eastwood,7.5,48632,45000000,22345542,43745542,68,473,245,High,6.989473684210527
1795,Mine 9,2019,"Drama, Thriller",83,USA,English,Eddie Mensore,6.8,3910,350000,226421,226421,65,43,18,High,7.0
1796,The Disaster Artist,2017,"Biography, Comedy, Drama",104,USA,English,James Franco,7.4,133498,10000000,21120616,29820616,76,399,385,High,5.458333333333333
1797,Oceania,2016,"Animation, Adventure, Comedy",107,USA,English,"Ron Clements, John Musker",7.6,260900,150000000,248757044,643347400,81,528,391,High,7.466666666666666
1798,Sballati per le feste!,2015,"Comedy, Fantasy",101,USA,English,Jonathan Levine,6.4,63398,25000000,43047372,52395996,58,147,169,Middle,6.385714285714285
1799,Nerve,2016,"Adventure, Crime, Drama",96,USA,English,"Henry Joost, Ariel Schulman",6.5,112666,19000000,38583626,85251425,58,270,245,Middle,5.68
1800,The Visit,2015,"Horror, Mystery, Thriller",94,USA,English,M. Night Shyamalan,6.2,110611,5000000,65206105,98450062,55,619,426,Middle,6.053846153846154
1801,Not Cool,2014,"Comedy, Drama, Romance",93,USA,English,Shane Dawson,4.1,5439,800000,36026,36026,1,81,7,Middle,4.1
1802,Cars 3,2017,"Animation, Adventure, Comedy",102,USA,English,Brian Fee,6.7,71587,175000000,152901115,383930656,59,341,276,High,6.7
1803,Gli Incredibili 2,2018,"Animation, Action, Adventure",118,USA,English,Brad Bird,7.6,239495,200000000,608581744,1242805359,80,1074,395,High,7.4799999999999995
1804,Città di carta,2015,"Comedy, Drama, Mystery",109,USA,English,Jake Schreier,6.3,93432,12000000,32000304,85512300,56,199,206,Middle,6.699999999999999
1805,Dove eravamo rimasti,2015,"Comedy, Drama, Music",101,USA,English,Jonathan Demme,5.9,22087,18000000,26822144,41325328,54,124,197,Middle,6.294117647058824
1806,La bottega del barbiere 3,2016,"Comedy, Drama",111,USA,English,Malcolm D. Lee,5.9,14095,20000000,54030051,55030051,67,41,82,Middle,6.111111111111112
1807,I Smile Back,2015,Drama,85,USA,English,Adam Salky,6.1,4854,495000,58738,63373,59,30,52,Middle,5.949999999999999
1808,The Hollars,2016,"Comedy, Drama, Romance",88,USA,English,John Krasinski,6.5,11175,3800000,1016985,1138609,53,49,75,Middle,6.533333333333334
1809,Irrational Man,2015,"Comedy, Drama, Romance",95,USA,English,Woody Allen,6.6,57091,11000000,4030360,27391084,53,160,286,Middle,7.048936170212768
1810,My All-American,2015,"Biography, Drama, Sport",118,USA,English,Angelo Pizzo,7.2,5800,20000000,2246000,2246000,34,37,32,High,7.2
1811,Rogue One: A Star Wars Story,2016,"Action, Adventure, Sci-Fi",133,USA,English,Gareth Edwards,7.8,538641,200000000,532177324,1056057720,65,1781,715,High,6.866666666666667
1812,"Hello, My Name Is Doris",2015,"Comedy, Drama, Romance",90,USA,English,Michael Showalter,6.6,18458,1000000,14444999,14659448,63,89,112,Middle,6.65
1813,Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",135,USA,English,Ron Howard,6.9,278319,275000000,213767512,392924807,62,2486,546,High,6.768
1814,Cop Car,2015,"Crime, Thriller",88,USA,English,Jon Watts,6.3,29646,800000,134552,143658,66,146,175,Middle,6.7250000000000005
1815,Fire Squad - Incubo di fuoco,2017,"Action, Biography, Drama",134,USA,English,Joseph Kosinski,7.6,55080,38000000,18343983,26351322,72,194,176,High,7.133333333333333
1816,Le armi del cuore,2015,Drama,120,USA,English,Alex Kendrick,6.5,12967,3000000,67790117,73256266,26,164,42,Middle,6.6499999999999995
1817,The Tiger Hunter,2016,Comedy,94,USA,English,Lena Khan,5.9,753,1250000,62398,62398,66,14,13,Middle,5.9
1818,The Bronze: Sono la numero 1,2015,"Comedy, Drama, Sport",100,USA,English,Bryan Buckley,6.1,9660,3500000,615816,615816,44,63,67,Middle,6.449999999999999
1819,The Perfect Guy,2015,"Crime, Drama, Horror",100,USA,English,David M. Rosenthal,5.6,9645,12000000,57027435,60273173,36,48,49,Middle,5.3428571428571425
1820,Lazer Team,2015,"Action, Comedy, Sci-Fi",102,USA,English,Matt Hullum,5.6,9049,2480421,1186426,1406538,42,45,44,Middle,5.6
1821,Stronger - Io sono più forte,2017,"Biography, Drama",119,USA,English,David Gordon Green,6.9,39072,30000000,4211129,8503658,76,111,176,High,6.533333333333335
1822,Guardiani della Galassia Vol. 2,2017,"Action, Adventure, Comedy",136,USA,English,James Gunn,7.6,550182,200000000,389813101,863756051,67,1047,583,High,7.175000000000001
1823,Brian Banks,2018,"Biography, Drama, Sport",99,USA,English,Tom Shadyac,7.2,3876,10000000,4376819,4376819,58,53,44,High,6.4624999999999995
1824,Lo spazio che ci unisce,2017,"Drama, Romance, Sci-Fi",120,USA,English,Peter Chelsom,6.4,46744,30000000,7885294,16080475,33,227,151,Middle,6.277777777777778
1825,Saving Christmas,2014,"Comedy, Family",79,USA,English,Darren Doane,1.4,14814,500000,2783970,2783970,18,167,27,Low,3.65
1826,Manchester by the Sea,2016,Drama,137,USA,English,Kenneth Lonergan,7.8,238464,9000000,47695371,78988148,96,806,503,High,7.233333333333333
1827,Maze Runner - La fuga,2015,"Action, Adventure, Sci-Fi",131,USA,English,Wes Ball,6.3,216136,61000000,81697192,312296056,43,441,278,Middle,6.433333333333334
1828,Do You Believe?,2015,Drama,120,USA,English,Jon Gunn,6.1,6989,2300000,12985600,14410698,22,77,13,Middle,6.175
1829,Green Room,2015,"Horror, Music, Thriller",95,USA,English,Jeremy Saulnier,7.0,103876,5000000,3220371,3769214,79,330,426,High,6.375
1830,Darkest Minds,2018,"Action, Adventure, Drama",104,USA,English,Jennifer Yuh Nelson,5.7,27181,34000000,12695691,41142379,39,475,140,Middle,6.45
1831,Per sempre la mia ragazza,2018,"Drama, Music, Romance",108,USA,English,Bethany Ashton Wolf,6.7,13879,3500000,16376066,16376066,36,121,37,High,6.85
1832,After,2019,"Drama, Romance",105,USA,English,Jenny Gage,5.4,30745,14000000,12138565,69733482,30,761,72,Middle,5.4
1833,Keanu,2016,"Action, Comedy, Crime",100,USA,English,Peter Atencio,6.2,44843,15000000,20591853,20651333,63,136,147,Middle,4.7
1834,Avengers: Infinity War,2018,"Action, Adventure, Sci-Fi",149,USA,English,"Anthony Russo, Joe Russo",8.4,796486,321000000,678815482,2048359754,68,4273,611,High,7.383333333333333
1835,Woodlawn,2015,"Drama, Sport",123,USA,English,"Andrew Erwin, Jon Erwin",6.5,6528,12000000,14394097,14401617,57,59,19,Middle,6.425
1836,Meet the Blacks,2016,"Comedy, Horror",94,USA,English,Deon Taylor,4.8,35472,900000,9097072,9097072,26,46,16,Middle,5.1125
1837,Mr. Church,2016,"Comedy, Drama",104,USA,English,Bruce Beresford,7.6,25015,8000000,685780,685780,37,195,35,High,6.414814814814814
1838,Kicks,2016,"Adventure, Drama",80,USA,English,Justin Tipping,6.4,4081,2000000,150191,150191,69,18,27,Middle,6.4
1839,Miracoli dal cielo,2016,"Biography, Drama, Family",109,USA,English,Patricia Riggen,7.1,20682,13000000,61705123,73983003,44,118,71,High,6.725
1840,Grandma,2015,"Comedy, Drama",79,USA,English,Paul Weitz,6.7,14428,600000,6980524,7205073,77,78,145,High,5.9125000000000005
1841,The Bad Batch,2016,"Drama, Horror, Romance",118,USA,English,Ana Lily Amirpour,5.3,25417,6000000,180851,201890,62,254,140,Middle,6.15
